"no","code","description","function","authorization"
"9","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","New RGA Selection","WHSRETURNS"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","DOAPROCESS"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","FDOAPROCES"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","FOESUPR"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","FPROGRAMMR"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","FSTUDENTPR"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","FWHSRETURN"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","KOHLHART"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","OESUPR"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","PRODOBJ"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","PROGRAMMER"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","STUDENTPRF"
"10","ORD003","ORDER ENTRY ADDITIONAL OPTIONS","Credit Cat. By Person Report","WHSRETURNS"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","CISSPEC2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","CUSTSETUP"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","DOAPROCESS"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FCISSPEC2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FCUSTSETUP"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FDOAPROCES"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FKOHLHART"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FOECLERK"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FOESUPR"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FPROGRAMMR"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FPURSUPR2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FSCHEDSUP2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FSTUDENTPR"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","FTELESALES"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","KOHLHART"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","OECLERK"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","OESUPR"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","PRODOBJ"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","PROGRAMMER"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","PURSUPR2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","SCHEDSUPR2"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","STUDENTPRF"
"1","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Review & Release Screen 2","TELESALES"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","CUSTSETUP"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","DOAPROCESS"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FCUSTSETUP"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FDOAPROCES"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FKOHLHART"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FOESUPR"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FPROGRAMMR"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FSTUDENTPR"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","FTRAFFIC"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","KOHLHART"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","OESUPR"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","PRODOBJ"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","PROGRAMMER"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","STUDENTPRF"
"2","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Customer Freight Report","TRAFFIC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","ACCTSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","APCLERK"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","ARCLERK"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","ARCLERK2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","ARCLERK3"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CISSPEC2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CONFIG"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CONFIGIND"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CORPACCTCK"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CORPACCTV"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CPQCREDIT2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","CUSTSETUP"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","DATAADMIN"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","DOAPROCESS"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","EXPPRICE"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FACCTSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FAPCLERK"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FARCLERK"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FARCLERK2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FARCLERK3"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCISSPEC2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCONFIG"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCORPACCTC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCORPACCTV"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCPQCRED2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FCUSTSETUP"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FDATAADMIN"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FDOAPROCES"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FEXPPRICE"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FINVSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FKOHLHART"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FOESUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FPROGRAMMR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FPURSPEC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FPURSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FPURSUPR2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FSCHEDSUP2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FSTUDENTPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTCMANAGER"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTELECAT"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTELESALES"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTELE3PO"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTEMPGRP"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FTRAFFIC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FWHSMNGWAN"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FWHSMNGWAV"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","FWHSRETURN"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","INVSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","KOHLHART"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","OESUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","PRODOBJ"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","PROGRAMMER"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","PURSPEC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","PURSUPR"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","PURSUPR2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","SCHEDSUPR2"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","STUDENTPRF"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TCMANAGER1"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TELECAT"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TELESALES"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TELE3PO"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TEMPGRP"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","TRAFFIC"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","WHSMNGWAND"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","WHSMNGWAVE"
"3","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Peg/Held Line Item Inq By Cust","WHSRETURNS"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","CUSTSETUP"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","DOAPROCESS"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","FCUSTSETUP"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","FDOAPROCES"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","FKOHLHART"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","FOESUPR"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","FPROGRAMMR"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","KOHLHART"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","OESUPR"
"4","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Cherry Picker Report","PROGRAMMER"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","CISSPEC2"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","CUSTSETUP"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","DOAPROCESS"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FCISSPEC2"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FCUSTSETUP"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FDOAPROCES"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FKOHLHART"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FOESUPR"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","FPROGRAMMR"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","KOHLHART"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","OESUPR"
"5","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Pegged Item Report","PROGRAMMER"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","CISSPEC2"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","CUSTSETUP"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","DOAPROCESS"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FCISSPEC2"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FCUSTSETUP"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FDOAPROCES"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FKOHLHART"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FOESUPR"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FPROGRAMMR"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FPURSPEC"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","FTEMPGRP"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","KOHLHART"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","OESUPR"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","PROGRAMMER"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","PURSPEC"
"6","ORD004","ORDER ENTRY ADDITIONAL OPT #2","Committed/Backorder Rpt by Itm","TEMPGRP"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","CUSTSETUP"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","DOAPROCESS"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","FCUSTSETUP"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","FDOAPROCES"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","FKOHLHART"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","FPROGRAMMR"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","KOHLHART"
"7","ORD004","ORDER ENTRY ADDITIONAL OPT #2","PO Unpegging","PROGRAMMER"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","CUSTSETUP"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","DOAPROCESS"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FCUSTSETUP"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FDOAPROCES"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FKOHLHART"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FOECLERK"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FOESUPR"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FPROGRAMMR"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FSCHEDSUP2"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FSTUDENTPR"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","FTELESALES"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","KOHLHART"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","OECLERK"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","OESUPR"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","PROGRAMMER"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","SCHEDSUPR2"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","STUDENTPRF"
"8","ORD004","ORDER ENTRY ADDITIONAL OPT #2","OEM Warehouse Override","TELESALES"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","CUSTSETUP"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","DOAPROCESS"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FCUSTSETUP"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FDOAPROCES"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FKOHLHART"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FPROGRAMMR"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FPURSPEC"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FPURSUPR"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","FVISTASUP"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","ITVISTASUP"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","KOHLHART"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","PRODOBJ"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","PROGRAMMER"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","PURSPEC"
"1","ORD005","ORDER ENTRY ADDITIONAL OPT #3","PRODUCT XFR NOTIFICATION MAINT","PURSUPR"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","CUSTSETUP"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","DOAPROCESS"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FCUSTSETUP"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FDOAPROCES"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FKOHLHART"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FPROGRAMMR"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FPSGORDOPS"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FPSGORDOP1"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FPURSPEC"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FPURSUPR"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","FVISTASUP"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","ITVISTASUP"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","KOHLHART"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PRODOBJ"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PROGRAMMER"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PSGORDOPS"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PSGORDOPS1"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PURSPEC"
"2","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI EXCLUDE TABLE","PURSUPR"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","CUSTSETUP"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","DOAPROCESS"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FCUSTSETUP"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FDOAPROCES"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FKOHLHART"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FPROGRAMMR"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FPSGORDOPS"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FPSGORDOP1"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FPURSPEC"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FPURSUPR"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","FVISTASUP"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","ITVISTASUP"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","KOHLHART"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PRODOBJ"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PROGRAMMER"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PSGORDOPS"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PSGORDOPS1"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PURSPEC"
"3","ORD005","ORDER ENTRY ADDITIONAL OPT #3","MINI INCLUDE TABLE","PURSUPR"
